Position(bp)	Rate(cM/Mb)	Map(cM)
39247904	1.941314	47.920120
39248506	2.090758	47.921289
39252204	1.864310	47.929020
39253421	1.737489	47.931289
39253481	1.488470	47.931394
39254437	1.405017	47.932816
39254556	1.309531	47.932984
39254922	1.307823	47.933463
39255591	1.313524	47.934338
39257397	1.583522	47.936710
39258006	1.584253	47.937675
39258078	1.596266	47.937789
39260032	3.235567	47.940908
39261135	0.735220	47.944477
39265072	0.710400	47.947371
39265452	0.693518	47.947641
39266451	0.681651	47.948334
39267312	0.259452	47.948921
39268785	0.257730	47.949303
39269721	0.225792	47.949544
39272641	0.217970	47.950203
39273677	0.211821	47.950429
39274588	0.211534	47.950622
39275263	0.209980	47.950765
39275405	0.209957	47.950795
39275656	0.209435	47.950848
39276000	0.210646	47.950920
39276845	0.207846	47.951098
39277703	0.210191	47.951276
39277781	0.211267	47.951292
39278776	0.201189	47.951503
39278833	0.188334	47.951514
39278844	0.174546	47.951516
39279064	0.174546	47.951554
39279441	0.156126	47.951620
39280677	0.105432	47.951813
39280742	0.083187	47.951820
39280946	0.083187	47.951837
39281636	0.073992	47.951894
39282645	0.071926	47.951969
39283121	0.071599	47.952003
39283547	0.071537	47.952034
39284451	0.071368	47.952099
39284946	0.071240	47.952134
39284956	0.071089	47.952135
39285543	0.071057	47.952176
39286399	0.071057	47.952237
39286552	0.071073	47.952248
39287119	0.072647	47.952288
39287159	0.086076	47.952291
39287355	9.580249	47.952308
39287435	1.580770	47.953074
39287536	1.580537	47.953234
39287910	0.058081	47.953825
39289802	0.058081	47.953935
39290234	0.058081	47.953960
39291858	0.058081	47.954055
39293075	0.058081	47.954125
39293185	0.058081	47.954132
39293507	0.058081	47.954150
39293772	0.058081	47.954166
39294018	0.058081	47.954180
39296504	0.062842	47.954324
39297702	0.062960	47.954400
39299248	0.062960	47.954497
39299976	0.062960	47.954543
39300048	1.472938	47.954547
39300806	1.473036	47.955664
39300909	1.473036	47.955816
39300936	1.473036	47.955855
39302084	1.539882	47.957546
39302174	1.692235	47.957685
39302783	1.905347	47.958716
39303578	2.194010	47.960230
39303738	2.328013	47.960581
39306080	33.314867	47.966034
39306630	33.316691	47.984357
39306784	33.316691	47.989488
39307562	33.323636	48.015408
39316732	2.273321	48.320986
39316748	2.229131	48.321022
39317056	2.214849	48.321709
39317104	0.590938	48.321815
39317767	0.590550	48.322207
39317993	0.591330	48.322340
39318020	0.591632	48.322356
39318031	0.592297	48.322363
39318565	0.583393	48.322679
39320054	0.581068	48.323548
39320602	0.575943	48.323866
39320828	0.570401	48.323996
39322264	0.565818	48.324815
39324001	0.516097	48.325798
39328718	0.515415	48.328233
39331308	0.515015	48.329567
39331346	0.515481	48.329587
39332229	0.534698	48.330042
39332623	0.833768	48.330253
39332809	1.342487	48.330408
39333340	0.430708	48.331121
39334111	0.430169	48.331453
39336349	0.404957	48.332416
39337500	6.703948	48.332882
39338141	6.738650	48.337179
39338337	4.049588	48.338500
39338731	0.943863	48.340095
39339780	0.944285	48.341085
39340637	0.944429	48.341895
39340752	0.944625	48.342003
39343083	0.886698	48.344205
39343188	0.848707	48.344298
39343292	0.770268	48.344387
39343473	0.566943	48.344526
39343916	0.287231	48.344777
39344499	0.293547	48.344945
39344716	0.284575	48.345008
39344919	0.266248	48.345066
39345966	0.591377	48.345345
39346066	1.102095	48.345404
39346168	1.302455	48.345516
39346679	2.515002	48.346182
39347093	1.926578	48.347223
39347110	1.530544	48.347256
39347112	1.146826	48.347259
39347778	1.144360	48.348023
39348245	1.141801	48.348557
39349346	2.045068	48.349814
39349617	3.360980	48.350368
39349776	4.064740	48.350903
39350006	4.090325	48.351838
39350222	4.697816	48.352721
39350950	4.454225	48.356141
39351037	4.192007	48.356529
39351466	4.034821	48.358327
39353172	3.484195	48.365211
39353680	3.178764	48.366981
39355109	5.785954	48.371523
39355717	5.292500	48.375041
39359099	5.338553	48.392940
39359915	5.339153	48.397296
39362733	4.929766	48.412342
39364411	4.872753	48.420614
39364969	4.751805	48.423333
39365776	4.646716	48.427168
39366962	4.613332	48.432679
39367059	4.579419	48.433126
39367539	4.540126	48.435325
39368217	4.480375	48.438403
39373257	1.030260	48.460984
39374672	1.030757	48.462442
39377843	1.020391	48.465710
39377874	1.014153	48.465742
39379895	1.013323	48.467791
39381826	0.990096	48.469748
39381840	0.990078	48.469762
39382079	0.973084	48.469999
39383555	0.956543	48.471435
39384352	0.496765	48.472197
39385878	0.374726	48.472955
39388815	0.374301	48.474056
39389420	0.373414	48.474282
39391633	0.373264	48.475109
39392196	0.373324	48.475319
39392250	0.373522	48.475339
39392296	0.373634	48.475356
39392390	0.373678	48.475391
39392480	0.373962	48.475425
39393332	0.374000	48.475744
39393434	0.373931	48.475782
39394097	0.373897	48.476030
39395612	0.373993	48.476596
39395707	0.373968	48.476632
39396318	0.374080	48.476860
39399438	0.374448	48.478027
39403794	0.716872	48.479658
39405511	0.866628	48.480889
39405616	0.866733	48.480980
39405707	0.943598	48.481059
39406143	0.987420	48.481471
39406881	1.050077	48.482199
39407128	1.054627	48.482459
39407399	1.415824	48.482744
39407410	1.746569	48.482760
39408841	14.821648	48.485259
39409445	30.073851	48.494212
39410944	30.052430	48.539292
39411865	1.503684	48.566971
39413365	1.507268	48.569226
39413668	1.513124	48.569683
39414699	1.554189	48.571243
39414700	1.573264	48.571244
39418202	1.674089	48.576754
39418613	1.757595	48.577442
39419853	1.814907	48.579621
39420093	2.255491	48.580057
39423302	1.676990	48.587295
39426726	1.654532	48.593037
39427242	1.624077	48.593891
39428919	0.304588	48.596614
39432126	0.302075	48.597591
39434907	0.165936	48.598431
39437410	0.168280	48.598846
39440149	0.197464	48.599307
39441096	0.231104	48.599494
39441203	0.249233	48.599519
39442381	0.196560	48.599813
39443016	0.162640	48.599937
39445380	0.162217	48.600322
39445554	0.161606	48.600350
39449655	0.178926	48.601013
39450678	1.573147	48.601196
39468915	1.547512	48.629885
39470327	0.256164	48.632071
39472565	0.251163	48.632644
39473847	0.252539	48.632966
39475759	0.271001	48.633449
39477123	0.290219	48.633818
39477377	0.323311	48.633892
39477391	0.354272	48.633897
39477566	0.408538	48.633959
39477972	0.574229	48.634124
39479289	0.574217	48.634881
39479352	0.655781	48.634917
39479390	0.727125	48.634942
39479574	0.736036	48.635076
39480663	0.551222	48.635877
39480697	0.400847	48.635896
39481187	0.642788	48.636092
39482023	0.642906	48.636630
39484178	0.691029	48.638015
39484920	0.691311	48.638528
39485212	0.689668	48.638730
39486912	0.692427	48.639902
39487595	1.986141	48.640375
39487665	2.313181	48.640514
39487669	2.545279	48.640523
39487719	2.555700	48.640651
39487722	2.571741	48.640658
39488393	1.868918	48.642384
39488481	0.664548	48.642548
39488560	0.665450	48.642601
39491133	0.873151	48.644313
39491379	1.327484	48.644528
39494084	2.847891	48.648119
39495584	2.223566	48.652391
39497404	1.663157	48.656437
39497452	1.034414	48.656517
39499604	0.565586	48.658743
39499763	0.246242	48.658833
39499902	0.131024	48.658868
39501478	0.128772	48.659074
39502695	0.128487	48.659231
39505393	2.288168	48.659577
39506949	2.287514	48.663138
39506976	2.287986	48.663200
39507863	2.285567	48.665229
39510000	1.465068	48.670113
39510995	1.142589	48.671571
39513980	0.563800	48.674982
39514355	0.307554	48.675193
39516243	0.516313	48.675774
39516372	0.515351	48.675840
39516440	0.514830	48.675875
39516515	0.615092	48.675914
39516568	0.614440	48.675947
39518013	3.114938	48.676834
39518315	3.617522	48.677775
39518325	4.114195	48.677811
39519196	5.686212	48.681395
39520815	5.145788	48.690601
39522665	0.905019	48.700120
39525791	1.592527	48.702950
39526174	1.585497	48.703559
39526296	0.773906	48.703753
39526760	0.773113	48.704112
39527043	0.760647	48.704331
39527583	2.989713	48.704742
39527790	1.244722	48.705360
39527814	0.547525	48.705390
39527909	0.540032	48.705442
39528440	0.525440	48.705729
39528506	0.499048	48.705764
39529133	0.402193	48.706077
39529429	0.312036	48.706196
39530132	0.175030	48.706415
39530859	0.145529	48.706542
39531085	0.119535	48.706575
39531732	0.053121	48.706653
39532420	0.053054	48.706689
39532554	0.053054	48.706696
39532853	0.053041	48.706712
39533744	0.051886	48.706759
39537168	0.051957	48.706937
39537932	0.052031	48.706977
39538214	0.052071	48.706991
39540645	0.052165	48.707118
39542292	0.055915	48.707204
39542894	0.062520	48.707238
39544294	0.225477	48.707325
39544970	0.081640	48.707477
39549426	0.081798	48.707841
39552597	1.106533	48.708101
39553003	0.242488	48.708550
39553772	0.374806	48.708736
39554749	0.373312	48.709103
39554807	0.373168	48.709124
39557162	18.226658	48.710003
39557340	18.206923	48.713247
39557414	0.611130	48.714595
39560666	0.618428	48.716582
39561479	1.115312	48.717085
39564925	3.635283	48.720928
39565896	32.606647	48.724458
39566138	32.975633	48.732349
39566315	32.998597	48.738186
39566841	33.000412	48.755543
39566929	31.501882	48.758447
39566985	2.260625	48.760211
39568995	2.264461	48.764755
39569150	2.277845	48.765106
39569500	2.304103	48.765903
39570442	9.909296	48.768074
39571434	12.594892	48.777904
39572958	12.585735	48.797098
39575221	12.107284	48.825580
39575692	19.647955	48.831282
39575848	15.004153	48.834347
39577898	1.904085	48.865106
39579449	1.903013	48.868059
39581277	1.724174	48.871538
39582126	1.716127	48.873002
39582668	1.699706	48.873932
39583762	1.042502	48.875791
39584085	1.045666	48.876128
39584437	1.075535	48.876496
39584446	1.087783	48.876506
39584652	1.086342	48.876730
39585120	1.072732	48.877238
39585424	1.066362	48.877564
39585922	1.065172	48.878095
39586097	1.066789	48.878282
39586248	1.112186	48.878443
39586332	1.355864	48.878536
39586379	1.735699	48.878600
39587640	1.064285	48.880789
39590100	0.284300	48.883407
39590531	0.155419	48.883529
39594740	0.155386	48.884184
39597465	0.481753	48.884607
39599301	4.958464	48.885491
39599745	5.305636	48.887693
39600479	1.062367	48.891587
39600651	0.910774	48.891770
39601697	0.298591	48.892723
39601811	0.077358	48.892757
39602518	0.074120	48.892811
39603384	0.079456	48.892876
39603929	0.105886	48.892919
39604438	0.688077	48.892973
39604442	0.894085	48.892976
39604499	1.797720	48.893027
39605158	0.710084	48.894211
39605290	0.680247	48.894305
39605400	2.268412	48.894380
39605749	0.169122	48.895171
39606071	0.025040	48.895226
39608080	0.025227	48.895276
39608193	0.025370	48.895279
39608658	0.031570	48.895291
39608733	0.049799	48.895293
39608904	0.163945	48.895302
39608997	0.399024	48.895317
39609130	0.405606	48.895370
39610099	0.222058	48.895763
39610647	0.089244	48.895885
39611591	0.088456	48.895969
39612084	0.088444	48.896013
39615317	0.474899	48.896299
39617702	0.493806	48.897431
39617876	0.669043	48.897517
39620002	0.699171	48.898940
39620175	0.741435	48.899061
39621342	0.741250	48.899926
39621435	0.932951	48.899995
39622058	0.931120	48.900576
39622390	0.938644	48.900885
39622541	0.951896	48.901027
39622940	0.951752	48.901407
39622986	0.993479	48.901450
39623725	1.749324	48.902185
39623779	1.646893	48.902279
39623812	1.025910	48.902333
39624052	1.014269	48.902580
39624105	1.004120	48.902633
39624212	0.989264	48.902741
39624238	0.989325	48.902767
39624248	0.972436	48.902776
39625068	0.719885	48.903574
39625676	0.700754	48.904011
39625726	0.702307	48.904047
39626024	0.700343	48.904256
39626375	0.700651	48.904502
39626419	0.701362	48.904532
39626823	6.064159	48.904816
39629096	9.411287	48.918600
39629329	9.404252	48.920792
39629609	8.348559	48.923426
39629861	5.965314	48.925530
39630287	1.035189	48.928071
39631547	1.028921	48.929375
39631768	1.028927	48.929602
39632249	0.802004	48.930097
39632523	0.800912	48.930317
39632920	0.717674	48.930635
39632931	0.710479	48.930643
39633479	0.706602	48.931032
39633622	0.620291	48.931133
39633749	0.619533	48.931212
39634434	0.548494	48.931637
39636586	0.357589	48.932817
39642654	0.360305	48.934987
39642740	0.362845	48.935018
39643097	0.361929	48.935147
39646201	4.979351	48.936271
39649134	5.213353	48.950875
39655047	19.549549	48.981702
39659487	5.552443	49.068502
39659773	5.547677	49.070090
39660190	1.331990	49.072403
39660829	1.084260	49.073254
39661087	0.908136	49.073534
39661597	0.883176	49.073997
39661870	0.843299	49.074238
39661894	1.008180	49.074258
39662480	1.134213	49.074849
39662550	1.232993	49.074929
39662703	1.640600	49.075117
39663066	1.212506	49.075713
39663185	0.622614	49.075857
39663296	0.434906	49.075926
39664180	0.389308	49.076311
39664833	0.425168	49.076565
39665142	0.446994	49.076696
39665201	0.467749	49.076723
39665314	0.467814	49.076775
39665395	0.479493	49.076813
39667133	0.521910	49.077647
39668961	0.383777	49.078601
39670851	0.367316	49.079326
39675770	0.369571	49.081133
39676494	0.371882	49.081401
39676744	0.375914	49.081493
39677741	0.381110	49.081868
39677838	0.384978	49.081905
39679200	0.678772	49.082430
39680187	0.603778	49.083100
39680382	0.435789	49.083217
39680697	0.437991	49.083355
39680957	0.337233	49.083468
39681123	0.319607	49.083524
39681436	0.263849	49.083624
39682445	0.261531	49.083891
39683444	0.262899	49.084152
39683534	0.264641	49.084176
39683700	0.267326	49.084220
39684877	0.279850	49.084534
39685450	0.301773	49.084695
39685682	0.309068	49.084765
39685832	0.316687	49.084811
39686624	0.317846	49.085062
39686649	0.318312	49.085070
39686715	0.329807	49.085091
39686806	0.329824	49.085121
39687484	0.333947	49.085344
39690021	0.249981	49.086192
39690151	0.190377	49.086224
39693408	0.191252	49.086844
39695505	0.190701	49.087245
39696129	0.190563	49.087364
39696834	0.190042	49.087498
39696887	0.190042	49.087509
39697793	0.190028	49.087681
39698010	0.190917	49.087722
39698324	0.211960	49.087782
39698915	1.801167	49.087907
39700758	1.650073	49.091227
39702473	0.180246	49.094057
39705104	0.180287	49.094531
39706360	0.180211	49.094757
39707230	0.180171	49.094914
39707627	0.180246	49.094986
39707845	0.180317	49.095025
39707979	0.180280	49.095049
39708017	0.180170	49.095056
39708213	0.180166	49.095091
39708333	0.180096	49.095113
39708340	0.180053	49.095114
39708357	0.180087	49.095117
39709009	0.180222	49.095235
39709030	0.180240	49.095238
39709583	0.185743	49.095338
39709605	0.192122	49.095342
39709776	0.202842	49.095375
39710244	0.237137	49.095470
39710664	0.285864	49.095569
39711351	0.359157	49.095766
39711725	0.362521	49.095900
39712314	0.394023	49.096114
39712936	0.521162	49.096359
39712981	0.678079	49.096382
39713105	0.680081	49.096466
39714216	0.358101	49.097222
39714704	0.354818	49.097397
39714738	0.351271	49.097409
39714908	0.349733	49.097468
39715140	0.349587	49.097550
39715219	0.348924	49.097577
39715262	0.348223	49.097592
39715974	0.348154	49.097840
39717233	0.348144	49.098278
39719148	0.348076	49.098945
39720348	0.443624	49.099363
39720656	0.874747	49.099499
39721745	0.622725	49.100452
39721876	0.622706	49.100534
39722477	0.621705	49.100908
39722714	0.622248	49.101055
39722886	0.625662	49.101162
39724137	0.463436	49.101945
39728714	0.463425	49.104066
39729792	0.463413	49.104566
39732171	0.463176	49.105668
39734668	0.463402	49.106825
39735378	0.463417	49.107154
39737669	5.143955	49.108215
39738425	5.333208	49.112104
39738501	5.550747	49.112510
39738725	5.726427	49.113753
39739628	2.874329	49.118924
39739638	0.301522	49.118953
39740078	0.221446	49.119085
39745639	0.354585	49.120317
39746803	1.289612	49.120730
39747671	1.324803	49.121849
39748371	1.066703	49.122776
39748854	0.871096	49.123291
39751251	0.870836	49.125379
39752527	0.868640	49.126491
39756854	2.457845	49.130249
39758253	21.835973	49.133688
39758483	22.195343	49.138710
39758509	22.744896	49.139287
39758541	23.101916	49.140015
39758844	23.101916	49.147015
39758881	23.101405	49.147870
39758933	23.101405	49.149071
39759627	10.500076	49.165103
39760644	10.489417	49.175782
39760883	6.307854	49.178289
39761233	6.306548	49.180497
39761456	6.304674	49.181903
39761591	6.304292	49.182754
39761630	6.304312	49.183000
39761684	6.304380	49.183340
39762971	6.337713	49.191454
39762987	6.382256	49.191556
39763064	6.443050	49.192047
39763158	6.530506	49.192653
39763194	6.637494	49.192888
39764504	6.660477	49.201583
39764554	6.681085	49.201916
39764824	6.696229	49.203720
39765225	6.637352	49.206405
39765293	6.591417	49.206856
39765379	6.547380	49.207423
39765604	6.527121	49.208896
39765946	6.513967	49.211129
39766440	6.514013	49.214346
39767011	6.058742	49.218066
39767661	6.049106	49.222004
39768080	6.050194	49.224539
39769818	6.167626	49.235054
39770597	6.352548	49.239859
39772915	6.352422	49.254584
39774820	6.352176	49.266685
39775047	6.141715	49.268127
39777523	0.395162	49.283334
39778167	0.394620	49.283588
39778327	0.394231	49.283652
39778419	0.394105	49.283688
39779300	0.394080	49.284035
39780961	0.394200	49.284690
39781120	0.394801	49.284752
39781585	0.395247	49.284936
39781603	0.396310	49.284943
39783027	0.694955	49.285507
39783473	0.501203	49.285817
39784845	0.019187	49.286505
39789086	0.019129	49.286586
39790191	0.018716	49.286607
39790987	0.018592	49.286622
39793066	0.018592	49.286661
39793079	0.018630	49.286661
39795937	0.020600	49.286714
39797178	0.025377	49.286740
39797779	0.030111	49.286755
39797817	0.034662	49.286756
39797987	0.039147	49.286762
